lead_time,no_of_special_requests,avg_price_per_room,market_segment_type,arrival_month,arrival_date,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
64,0,105.3,4.0,7,23,2,2,0.0,0.0,Canceled
15,0,65.0,3.0,12,27,1,0,0.0,0.0,Not_Canceled
184,3,139.05,4.0,8,16,4,0,0.0,3.0,Not_Canceled
30,1,97.71,4.0,5,15,3,2,0.0,0.0,Not_Canceled
24,1,77.0,4.0,1,15,6,2,3.0,0.0,Not_Canceled
82,0,76.5,4.0,7,16,3,0,0.0,0.0,Canceled
25,1,104.0,4.0,6,1,2,0,3.0,0.0,Not_Canceled
3,2,157.0,4.0,6,10,2,0,0.0,3.0,Not_Canceled
65,1,149.4,4.0,9,14,4,0,0.0,3.0,Not_Canceled
43,1,81.9,4.0,3,14,1,1,0.0,0.0,Canceled
7,0,79.0,2.0,12,13,2,0,0.0,0.0,Not_Canceled
86,0,86.36,3.0,7,1,2,1,0.0,0.0,Not_Canceled
8,0,171.67,4.0,3,24,3,0,0.0,3.0,Canceled
53,1,125.1,4.0,9,26,0,1,3.0,0.0,Canceled
103,0,124.53,4.0,5,5,3,1,0.0,3.0,Canceled
118,0,96.3,4.0,6,28,3,0,0.0,0.0,Canceled
0,0,107.42,4.0,9,9,1,0,3.0,0.0,Not_Canceled
74,0,75.0,3.0,12,9,2,1,0.0,0.0,Not_Canceled
75,0,80.75,3.0,6,8,4,2,0.0,0.0,Not_Canceled
63,2,103.95,4.0,9,4,2,2,0.0,0.0,Not_Canceled
33,1,64.46,4.0,3,5,6,4,0.0,0.0,Not_Canceled
27,1,150.0,4.0,11,12,1,2,0.0,3.0,Not_Canceled
116,0,70.0,3.0,2,28,0,2,0.0,0.0,Not_Canceled
67,1,119.0,4.0,12,4,2,2,0.0,3.0,Not_Canceled
238,0,86.7,4.0,12,31,1,2,0.0,0.0,Canceled
3,1,79.0,2.0,3,17,1,0,0.0,0.0,Not_Canceled
37,0,71.1,4.0,3,11,1,0,3.0,0.0,Not_Canceled
10,0,148.0,4.0,6,12,6,4,0.0,3.0,Canceled
62,1,68.0,4.0,7,15,7,2,0.0,0.0,Canceled
34,1,68.07,4.0,12,10,2,2,0.0,0.0,Not_Canceled
91,0,105.0,3.0,5,4,4,0,1.0,0.0,Not_Canceled
173,2,177.3,4.0,7,8,1,0,0.0,5.0,Canceled
1,0,78.52,4.0,1,23,1,2,0.0,1.0,Not_Canceled
7,0,88.27,4.0,4,10,1,2,0.0,0.0,Not_Canceled
181,1,120.0,3.0,10,11,1,0,0.0,0.0,Canceled
0,0,79.0,2.0,12,6,1,0,0.0,0.0,Not_Canceled
8,0,156.0,4.0,6,10,2,0,0.0,3.0,Canceled
122,0,98.03,4.0,6,30,4,2,0.0,0.0,Not_Canceled
118,0,109.86,4.0,6,20,3,1,0.0,0.0,Canceled
127,1,55.9,4.0,4,16,3,2,3.0,0.0,Not_Canceled
85,2,134.7,4.0,6,26,1,2,0.0,3.0,Not_Canceled
98,3,90.97,4.0,6,5,3,2,0.0,0.0,Not_Canceled
53,0,140.7,4.0,8,26,2,1,0.0,3.0,Not_Canceled
64,0,126.9,4.0,6,10,2,0,0.0,0.0,Canceled
26,1,91.0,4.0,1,30,1,1,0.0,0.0,Not_Canceled
32,2,111.3,4.0,4,14,3,0,0.0,0.0,Not_Canceled
66,1,99.2,4.0,10,25,4,0,0.0,3.0,Not_Canceled
21,2,107.42,4.0,8,30,1,0,0.0,0.0,Not_Canceled
60,1,75.0,3.0,4,8,2,2,0.0,0.0,Not_Canceled
89,0,84.9,4.0,4,9,1,2,0.0,0.0,Not_Canceled
5,1,100.0,3.0,8,25,5,2,1.0,0.0,Not_Canceled
99,0,151.2,4.0,10,19,3,0,0.0,3.0,Canceled
65,0,123.93,4.0,7,28,2,0,0.0,3.0,Canceled
88,1,207.9,4.0,9,24,1,2,0.0,5.0,Canceled
63,0,105.0,3.0,11,23,4,0,1.0,0.0,Not_Canceled
60,0,135.9,4.0,9,27,3,0,0.0,0.0,Canceled
79,0,95.0,3.0,6,24,2,0,0.0,0.0,Not_Canceled
69,2,72.25,4.0,11,15,0,1,0.0,0.0,Not_Canceled
46,0,112.0,3.0,10,31,5,2,0.0,0.0,Not_Canceled
66,0,65.66,4.0,2,27,2,2,0.0,1.0,Canceled
58,1,88.29,4.0,11,19,6,2,1.0,0.0,Not_Canceled
66,0,125.1,4.0,8,16,2,0,3.0,0.0,Canceled
7,1,165.0,4.0,8,20,1,0,0.0,0.0,Not_Canceled
62,2,118.8,4.0,12,8,2,0,0.0,0.0,Not_Canceled
2,0,104.79,4.0,6,29,2,0,3.0,3.0,Not_Canceled
0,2,152.0,4.0,9,22,1,0,3.0,0.0,Not_Canceled
55,2,79.2,4.0,11,9,4,1,0.0,0.0,Canceled
0,0,97.0,4.0,8,25,1,0,3.0,0.0,Not_Canceled
174,0,214.2,4.0,10,29,2,2,1.0,5.0,Canceled
82,3,150.3,4.0,8,19,2,0,0.0,3.0,Not_Canceled
12,2,130.22,4.0,3,1,5,0,1.0,0.0,Canceled
35,1,104.85,4.0,10,17,1,1,0.0,0.0,Not_Canceled
23,2,145.0,4.0,10,28,2,0,0.0,3.0,Not_Canceled
232,1,81.82,4.0,8,17,4,0,0.0,1.0,Canceled
94,1,164.9,4.0,5,3,5,2,1.0,3.0,Canceled
64,1,106.2,4.0,11,3,3,1,0.0,3.0,Canceled
55,4,102.04,4.0,10,13,3,0,0.0,3.0,Not_Canceled
16,1,97.02,4.0,9,30,1,0,0.0,0.0,Not_Canceled
113,0,135.9,4.0,9,24,1,1,0.0,0.0,Canceled
101,0,150.3,4.0,8,24,4,0,0.0,3.0,Canceled
32,0,198.9,4.0,4,30,1,2,0.0,5.0,Canceled
48,1,93.5,4.0,3,20,3,2,0.0,0.0,Not_Canceled
116,0,1.0,4.0,2,28,1,2,0.0,0.0,Not_Canceled
20,0,139.0,4.0,4,9,1,1,0.0,3.0,Canceled
38,2,88.4,4.0,11,19,2,2,0.0,0.0,Not_Canceled
34,0,162.45,4.0,3,18,2,0,0.0,5.0,Canceled
62,1,81.9,4.0,11,15,2,2,0.0,3.0,Not_Canceled
53,1,81.0,4.0,12,29,2,0,3.0,0.0,Not_Canceled
52,1,72.76,4.0,10,23,1,0,0.0,0.0,Not_Canceled
80,0,75.95,4.0,3,8,4,0,0.0,0.0,Not_Canceled
68,2,149.4,4.0,9,24,2,2,0.0,3.0,Not_Canceled
197,0,137.0,3.0,12,21,4,1,1.0,0.0,Not_Canceled
11,0,124.0,4.0,12,6,1,0,0.0,0.0,Not_Canceled
33,0,99.0,4.0,4,14,3,1,3.0,0.0,Not_Canceled
250,1,128.7,4.0,10,24,2,1,0.0,3.0,Canceled
73,1,135.0,4.0,10,12,4,1,0.0,0.0,Canceled
13,2,107.0,4.0,12,6,0,2,0.0,0.0,Not_Canceled
154,0,72.25,3.0,8,26,1,0,0.0,0.0,Not_Canceled
1,1,126.0,4.0,10,5,0,1,0.0,0.0,Canceled
66,0,120.6,4.0,8,31,4,0,3.0,0.0,Canceled
46,1,54.75,4.0,3,11,2,1,3.0,0.0,Not_Canceled
1,1,153.0,4.0,8,11,4,0,3.0,5.0,Not_Canceled
128,0,81.25,3.0,7,7,3,2,0.0,0.0,Not_Canceled
24,0,110.0,4.0,8,31,3,0,3.0,0.0,Not_Canceled
76,1,76.5,4.0,7,7,3,0,0.0,0.0,Canceled
16,1,173.67,4.0,7,31,1,2,0.0,3.0,Not_Canceled
65,1,127.38,4.0,8,4,1,0,0.0,1.0,Not_Canceled
60,0,75.0,3.0,11,25,2,2,0.0,0.0,Not_Canceled
20,2,88.0,4.0,12,25,0,2,3.0,0.0,Not_Canceled
97,1,99.45,4.0,4,27,4,0,0.0,0.0,Not_Canceled
141,0,80.75,3.0,4,17,2,2,0.0,3.0,Not_Canceled
30,0,135.9,4.0,7,8,1,0,0.0,0.0,Canceled
80,1,88.29,4.0,12,20,5,2,1.0,0.0,Not_Canceled
1,0,76.0,3.0,2,29,2,1,0.0,0.0,Not_Canceled
145,2,123.3,4.0,8,17,2,0,0.0,3.0,Not_Canceled
31,2,72.8,4.0,2,20,1,1,0.0,0.0,Not_Canceled
84,1,109.65,4.0,5,16,3,1,3.0,0.0,Canceled
136,1,138.76,4.0,12,26,3,1,1.0,3.0,Canceled
21,1,106.0,4.0,3,20,0,1,3.0,0.0,Not_Canceled
28,2,99.87,4.0,10,12,2,1,0.0,0.0,Not_Canceled
256,3,96.3,4.0,10,20,3,0,0.0,0.0,Not_Canceled
111,1,159.3,4.0,8,13,5,2,0.0,3.0,Not_Canceled
52,1,131.4,4.0,3,22,3,0,0.0,3.0,Canceled
8,1,200.2,4.0,9,30,1,0,0.0,5.0,Not_Canceled
3,0,63.88,4.0,2,10,4,1,0.0,0.0,Not_Canceled
47,0,118.8,4.0,4,23,1,0,0.0,3.0,Canceled
8,0,92.4,4.0,10,15,1,0,0.0,0.0,Not_Canceled
4,1,64.08,4.0,1,25,5,3,0.0,0.0,Not_Canceled
31,1,57.59,4.0,11,25,2,2,3.0,0.0,Not_Canceled
174,1,119.85,4.0,9,9,3,2,0.0,0.0,Canceled
9,0,141.0,4.0,5,9,3,1,0.0,3.0,Canceled
37,0,63.0,3.0,3,11,2,1,0.0,0.0,Not_Canceled
165,2,118.8,4.0,10,20,2,0,0.0,0.0,Canceled
224,1,109.31,4.0,9,3,3,2,0.0,3.0,Canceled
8,1,94.0,4.0,11,23,1,0,0.0,0.0,Not_Canceled
5,0,101.0,4.0,3,23,1,0,0.0,0.0,Canceled
132,1,90.9,4.0,7,3,0,2,1.0,0.0,Not_Canceled
8,2,170.0,4.0,8,16,1,0,0.0,0.0,Not_Canceled
68,2,121.5,4.0,7,24,1,2,0.0,0.0,Not_Canceled
141,1,90.0,3.0,9,20,0,1,0.0,0.0,Not_Canceled
43,0,88.2,4.0,3,22,3,0,3.0,0.0,Canceled
3,0,65.0,2.0,12,10,1,0,0.0,0.0,Not_Canceled
19,0,95.0,2.0,6,20,1,1,0.0,0.0,Not_Canceled
186,0,83.83,4.0,8,26,2,2,0.0,1.0,Canceled
147,2,111.19,4.0,9,8,3,1,0.0,0.0,Not_Canceled
2,1,160.0,4.0,7,7,3,1,0.0,0.0,Not_Canceled
250,0,90.95,4.0,10,28,2,2,0.0,0.0,Canceled
40,0,131.4,4.0,3,20,0,2,0.0,3.0,Canceled
192,1,176.95,4.0,7,16,2,2,0.0,5.0,Canceled
99,0,92.48,4.0,10,24,3,1,0.0,0.0,Canceled
117,0,123.62,4.0,4,29,2,0,0.0,4.0,Canceled
33,2,147.9,4.0,11,19,6,2,0.0,5.0,Canceled
76,2,98.25,4.0,10,9,2,1,0.0,0.0,Not_Canceled
41,0,139.5,4.0,2,22,4,1,0.0,1.0,Not_Canceled
5,0,119.0,4.0,3,29,1,0,0.0,0.0,Not_Canceled
0,0,111.0,4.0,4,19,1,0,0.0,0.0,Not_Canceled
11,1,90.0,4.0,8,24,0,1,0.0,0.0,Not_Canceled
8,0,0.0,1.0,10,22,1,0,0.0,3.0,Not_Canceled
49,1,77.39,4.0,12,23,5,2,3.0,0.0,Not_Canceled
145,0,94.5,4.0,8,29,1,2,1.0,0.0,Canceled
119,1,97.75,3.0,7,13,3,0,1.0,0.0,Canceled
4,1,59.75,4.0,1,16,1,1,3.0,0.0,Not_Canceled
3,0,107.0,4.0,8,11,2,0,0.0,0.0,Not_Canceled
13,2,156.0,4.0,5,28,1,0,0.0,3.0,Not_Canceled
247,1,93.0,3.0,6,6,1,1,1.0,0.0,Not_Canceled
2,1,103.0,4.0,3,8,1,0,0.0,0.0,Not_Canceled
16,0,2.0,1.0,2,26,2,0,0.0,0.0,Not_Canceled
103,0,123.3,4.0,10,26,3,0,0.0,3.0,Not_Canceled
0,0,126.0,4.0,10,1,1,0,0.0,0.0,Not_Canceled
11,0,65.0,2.0,9,15,3,0,0.0,0.0,Not_Canceled
49,0,75.0,3.0,11,4,2,0,0.0,0.0,Not_Canceled
2,4,0.0,1.0,10,30,0,2,0.0,0.0,Not_Canceled
70,0,173.35,3.0,4,8,2,2,0.0,4.0,Not_Canceled
29,1,154.5,4.0,10,15,1,1,0.0,3.0,Canceled
10,0,145.0,4.0,10,8,1,0,0.0,0.0,Canceled
28,0,121.47,4.0,10,8,1,1,0.0,3.0,Not_Canceled
30,0,98.1,4.0,3,10,3,0,0.0,0.0,Canceled
222,2,110.7,4.0,12,2,2,1,0.0,3.0,Not_Canceled
42,1,135.9,4.0,7,18,3,1,0.0,0.0,Not_Canceled
34,2,166.8,4.0,10,15,3,2,0.0,3.0,Not_Canceled
0,0,69.74,4.0,6,12,0,2,3.0,0.0,Not_Canceled
39,1,140.4,4.0,5,17,3,0,0.0,3.0,Not_Canceled
28,0,75.0,3.0,10,19,3,1,0.0,3.0,Not_Canceled
42,0,157.5,4.0,8,31,3,0,1.0,3.0,Canceled
20,1,141.0,4.0,6,18,1,2,0.0,0.0,Not_Canceled
92,0,96.3,4.0,6,27,0,1,0.0,0.0,Canceled
6,0,87.78,4.0,7,19,2,0,3.0,0.0,Canceled
11,0,66.0,3.0,1,23,2,2,0.0,0.0,Not_Canceled
26,1,110.0,4.0,10,31,0,1,0.0,0.0,Not_Canceled
215,0,115.6,4.0,9,28,4,0,0.0,0.0,Canceled
12,0,85.0,3.0,2,16,4,0,0.0,0.0,Not_Canceled
1,2,133.0,4.0,6,28,1,0,0.0,0.0,Not_Canceled
119,1,162.0,4.0,9,19,0,1,0.0,3.0,Not_Canceled
57,0,143.29,4.0,4,17,5,2,1.0,3.0,Canceled
94,0,105.3,4.0,7,14,3,0,0.0,0.0,Canceled
1,0,55.0,1.0,3,15,2,0,0.0,0.0,Not_Canceled
22,0,87.0,3.0,3,4,2,0,0.0,0.0,Not_Canceled
19,2,111.75,4.0,10,3,2,2,0.0,0.0,Not_Canceled
21,1,93.0,4.0,2,13,4,2,0.0,0.0,Not_Canceled
123,1,81.5,4.0,4,12,5,0,0.0,1.0,Not_Canceled
3,1,130.0,4.0,2,6,1,0,0.0,3.0,Not_Canceled
0,0,106.0,4.0,12,28,0,1,0.0,0.0,Not_Canceled
0,0,0.0,1.0,7,4,1,1,0.0,0.0,Not_Canceled
33,1,109.0,4.0,10,28,2,2,3.0,0.0,Canceled
71,0,80.75,3.0,6,17,2,0,0.0,0.0,Not_Canceled
52,1,99.0,4.0,10,29,1,1,3.0,0.0,Canceled
0,1,0.0,4.0,10,29,0,0,0.0,0.0,Not_Canceled
120,0,74.8,4.0,11,27,5,2,3.0,0.0,Canceled
21,1,187.0,4.0,12,27,2,2,0.0,5.0,Not_Canceled
7,0,112.0,3.0,5,21,1,1,1.0,0.0,Not_Canceled
13,0,140.0,4.0,11,8,1,0,3.0,0.0,Not_Canceled
31,0,218.0,4.0,8,28,1,2,1.0,3.0,Canceled
14,2,147.0,4.0,5,8,0,2,0.0,3.0,Not_Canceled
68,1,96.6,4.0,10,30,1,2,0.0,0.0,Not_Canceled
153,0,102.3,4.0,6,8,3,0,0.0,0.0,Canceled
3,1,109.0,4.0,8,1,1,1,3.0,0.0,Not_Canceled
147,1,96.5,4.0,4,4,3,1,0.0,1.0,Canceled
206,0,59.07,4.0,10,2,2,1,0.0,0.0,Canceled
15,1,65.6,4.0,11,25,10,4,0.0,0.0,Canceled
6,0,85.5,4.0,6,14,1,0,0.0,0.0,Canceled
31,1,156.15,4.0,6,30,3,1,0.0,3.0,Not_Canceled
22,1,90.78,4.0,12,8,3,2,0.0,0.0,Not_Canceled
14,0,82.0,3.0,9,17,2,0,1.0,0.0,Not_Canceled
4,1,242.0,4.0,9,14,2,0,0.0,5.0,Canceled
168,2,116.55,4.0,6,18,1,1,0.0,0.0,Canceled
37,1,96.1,4.0,12,14,5,2,0.0,0.0,Not_Canceled
52,1,92.28,4.0,5,15,2,2,0.0,0.0,Not_Canceled
1,1,203.81,4.0,10,29,1,0,1.0,3.0,Not_Canceled
36,1,159.0,4.0,3,24,3,0,0.0,3.0,Canceled
0,0,79.0,2.0,11,28,1,1,0.0,0.0,Canceled
74,2,143.1,4.0,5,13,2,1,0.0,0.0,Not_Canceled
2,1,75.0,3.0,2,21,0,1,3.0,0.0,Not_Canceled
77,0,125.1,4.0,6,16,3,0,3.0,0.0,Canceled
164,0,76.46,4.0,8,24,3,0,0.0,0.0,Canceled
297,0,106.0,2.0,12,19,2,1,0.0,4.0,Not_Canceled
88,1,82.45,4.0,3,30,5,2,0.0,0.0,Not_Canceled
6,2,149.0,4.0,9,15,2,0,3.0,0.0,Not_Canceled
151,1,143.38,4.0,12,30,2,0,0.0,0.0,Canceled
95,1,185.4,4.0,11,7,2,1,0.0,3.0,Not_Canceled
31,0,98.1,4.0,5,22,0,2,3.0,0.0,Canceled
44,0,208.62,4.0,10,17,4,1,0.0,5.0,Canceled
158,2,151.2,4.0,10,9,1,2,0.0,3.0,Canceled
153,1,101.35,4.0,7,30,5,2,0.0,3.0,Canceled
106,1,82.45,3.0,7,27,3,0,0.0,3.0,Not_Canceled
17,1,67.76,4.0,11,14,2,1,0.0,0.0,Not_Canceled
237,1,86.5,4.0,8,5,2,0,0.0,1.0,Canceled
10,0,102.0,4.0,11,1,4,0,3.0,0.0,Canceled
0,0,131.0,2.0,9,30,2,1,0.0,0.0,Not_Canceled
180,1,97.54,4.0,8,20,1,0,0.0,1.0,Not_Canceled
93,0,72.25,3.0,7,23,1,0,0.0,0.0,Not_Canceled
80,0,160.0,3.0,10,9,2,0,1.0,3.0,Not_Canceled
11,0,69.6,3.0,12,8,1,0,0.0,0.0,Not_Canceled
7,0,65.0,2.0,12,8,4,0,0.0,0.0,Not_Canceled
1,0,65.0,2.0,9,2,2,0,0.0,0.0,Not_Canceled
16,0,55.0,3.0,11,27,2,0,0.0,0.0,Not_Canceled
51,1,85.5,3.0,9,10,2,2,0.0,0.0,Not_Canceled
18,1,123.33,4.0,11,10,3,0,0.0,0.0,Not_Canceled
4,0,118.0,4.0,3,5,1,2,0.0,3.0,Canceled
99,1,89.3,4.0,3,23,2,0,0.0,0.0,Not_Canceled
6,0,88.2,2.0,4,7,1,0,0.0,0.0,Not_Canceled
40,0,67.0,2.0,3,13,1,2,0.0,0.0,Not_Canceled
19,2,113.0,4.0,8,28,1,2,3.0,0.0,Not_Canceled
6,1,61.0,4.0,4,4,1,1,0.0,0.0,Not_Canceled
0,0,0.0,4.0,7,12,1,0,0.0,1.0,Not_Canceled
77,1,118.8,4.0,7,26,4,0,0.0,3.0,Not_Canceled
38,0,135.9,4.0,5,7,1,1,0.0,0.0,Canceled
85,0,105.3,4.0,7,18,0,1,0.0,0.0,Not_Canceled
15,1,145.0,4.0,7,8,2,1,0.0,0.0,Canceled
32,2,124.25,4.0,9,16,2,2,0.0,1.0,Not_Canceled
28,0,105.8,4.0,3,5,1,2,0.0,3.0,Canceled
17,1,91.0,4.0,3,14,3,1,0.0,0.0,Not_Canceled
130,0,110.0,3.0,6,6,3,1,0.0,0.0,Not_Canceled
8,1,100.0,4.0,6,23,1,0,0.0,0.0,Not_Canceled
35,1,97.4,4.0,3,5,1,2,0.0,3.0,Not_Canceled
35,1,127.44,4.0,9,5,3,1,0.0,0.0,Not_Canceled
107,0,79.2,4.0,11,25,1,0,3.0,0.0,Canceled
5,1,107.0,4.0,3,21,4,1,3.0,0.0,Not_Canceled
19,0,217.67,4.0,4,29,2,1,0.0,5.0,Canceled
35,0,85.5,3.0,4,4,3,1,0.0,0.0,Not_Canceled
34,1,94.5,4.0,10,4,2,2,0.0,0.0,Not_Canceled
2,1,133.6,4.0,2,8,4,1,0.0,3.0,Not_Canceled
6,3,106.89,4.0,11,30,4,2,0.0,3.0,Not_Canceled
20,0,77.6,4.0,1,29,2,0,0.0,3.0,Not_Canceled
34,1,118.96,4.0,3,10,8,3,0.0,3.0,Canceled
3,1,94.0,2.0,11,10,3,0,0.0,3.0,Not_Canceled
0,0,87.78,4.0,9,30,1,0,3.0,0.0,Not_Canceled
9,0,169.11,4.0,9,20,5,4,3.0,0.0,Not_Canceled
92,0,150.3,4.0,8,22,0,1,0.0,3.0,Canceled
29,1,111.5,3.0,5,19,2,0,0.0,3.0,Not_Canceled
187,0,105.3,4.0,7,19,2,0,0.0,3.0,Canceled
32,1,96.0,4.0,11,14,0,1,0.0,0.0,Canceled
28,2,143.45,4.0,7,8,2,2,0.0,0.0,Not_Canceled
14,0,95.04,4.0,10,5,2,1,0.0,0.0,Not_Canceled
13,4,174.0,4.0,9,14,3,1,0.0,5.0,Not_Canceled
0,1,122.5,4.0,12,30,4,0,0.0,0.0,Not_Canceled
179,2,126.9,4.0,9,24,1,2,0.0,0.0,Canceled
10,2,204.0,4.0,9,30,2,0,0.0,3.0,Not_Canceled
2,0,77.0,2.0,7,8,1,0,0.0,0.0,Not_Canceled
20,1,154.0,4.0,7,17,0,1,0.0,0.0,Not_Canceled
16,1,121.0,4.0,8,1,0,1,0.0,0.0,Not_Canceled
44,1,103.05,4.0,10,15,2,0,0.0,0.0,Canceled
134,2,76.5,4.0,8,13,3,0,0.0,0.0,Not_Canceled
7,2,136.0,4.0,10,21,2,0,0.0,3.0,Not_Canceled
5,0,56.0,3.0,1,5,5,0,0.0,0.0,Not_Canceled
4,1,128.59,4.0,6,2,3,1,0.0,0.0,Not_Canceled
76,0,80.75,4.0,4,12,4,0,3.0,0.0,Canceled
7,0,87.0,3.0,2,12,2,1,0.0,0.0,Not_Canceled
0,2,196.0,4.0,10,7,3,0,0.0,5.0,Not_Canceled
80,0,65.83,4.0,3,25,2,1,3.0,0.0,Not_Canceled
37,1,99.0,4.0,9,2,1,0,3.0,0.0,Canceled
98,0,109.81,4.0,4,30,5,2,0.0,0.0,Not_Canceled
65,0,146.7,4.0,7,26,3,0,0.0,3.0,Canceled
6,1,77.57,4.0,9,7,3,1,0.0,3.0,Not_Canceled
1,2,159.0,4.0,5,2,0,1,0.0,0.0,Not_Canceled
32,1,66.59,4.0,12,17,2,2,3.0,0.0,Not_Canceled
98,1,90.45,4.0,10,30,2,2,0.0,0.0,Not_Canceled
99,0,90.63,4.0,4,5,3,0,0.0,0.0,Not_Canceled
13,0,85.0,4.0,2,4,6,2,0.0,0.0,Canceled
133,1,99.3,4.0,4,29,2,1,0.0,0.0,Not_Canceled
44,0,80.3,4.0,2,19,2,1,0.0,0.0,Not_Canceled
32,1,113.4,4.0,10,26,4,1,0.0,0.0,Not_Canceled
40,0,108.23,4.0,3,21,3,1,0.0,3.0,Not_Canceled
18,0,80.75,3.0,5,30,3,1,0.0,0.0,Not_Canceled
162,0,60.0,3.0,9,17,3,0,0.0,0.0,Canceled
150,1,107.57,4.0,8,10,4,0,0.0,3.0,Not_Canceled
11,0,55.0,3.0,11,27,2,1,0.0,0.0,Not_Canceled
0,1,90.71,4.0,9,7,4,1,0.0,0.0,Not_Canceled
132,1,96.56,3.0,8,10,5,2,0.0,3.0,Not_Canceled
17,1,96.26,4.0,4,14,3,2,0.0,3.0,Not_Canceled
22,1,111.25,4.0,10,29,2,2,3.0,0.0,Canceled
90,1,105.3,4.0,4,19,3,0,0.0,0.0,Not_Canceled
120,0,72.25,3.0,8,2,4,0,0.0,0.0,Not_Canceled
4,1,0.0,1.0,2,15,1,1,0.0,0.0,Not_Canceled
103,0,146.7,4.0,7,8,2,1,0.0,3.0,Canceled
3,0,95.0,0.0,11,10,2,0,0.0,3.0,Not_Canceled
80,1,94.5,4.0,7,24,0,2,3.0,0.0,Not_Canceled
75,3,79.2,4.0,11,17,3,0,3.0,0.0,Not_Canceled
19,2,169.0,4.0,9,22,2,0,0.0,0.0,Not_Canceled
139,0,105.3,4.0,5,15,1,2,0.0,0.0,Not_Canceled
32,0,149.4,4.0,9,11,1,2,0.0,3.0,Canceled
2,0,65.0,2.0,7,10,0,2,0.0,0.0,Not_Canceled
96,1,141.6,4.0,5,23,4,1,0.0,3.0,Not_Canceled
57,2,159.3,4.0,5,22,2,2,0.0,3.0,Not_Canceled
25,2,106.88,4.0,2,26,2,2,0.0,3.0,Not_Canceled
0,0,100.0,2.0,8,22,1,1,0.0,0.0,Not_Canceled
34,1,160.2,4.0,10,4,3,0,0.0,3.0,Not_Canceled
78,0,107.1,4.0,7,4,2,1,3.0,0.0,Canceled
33,3,57.6,4.0,12,1,3,1,3.0,0.0,Not_Canceled
0,0,164.0,4.0,8,29,0,1,0.0,3.0,Not_Canceled
28,0,118.15,4.0,8,29,3,1,0.0,0.0,Not_Canceled
108,2,123.25,4.0,7,5,5,1,0.0,0.0,Canceled
29,1,144.55,4.0,7,18,3,1,0.0,3.0,Not_Canceled
26,0,77.0,2.0,11,16,3,0,0.0,0.0,Canceled
15,0,99.0,4.0,8,23,0,1,0.0,0.0,Canceled
0,1,96.27,4.0,9,7,2,1,0.0,0.0,Not_Canceled
37,1,74.8,4.0,12,7,4,0,3.0,0.0,Not_Canceled
0,0,117.0,4.0,12,29,1,0,0.0,0.0,Not_Canceled
113,0,75.0,3.0,6,4,1,1,0.0,0.0,Not_Canceled
5,1,152.0,4.0,4,24,0,2,0.0,3.0,Not_Canceled
78,0,122.1,4.0,9,1,3,0,3.0,0.0,Canceled
0,1,0.0,1.0,12,2,1,0,1.0,3.0,Not_Canceled
2,0,68.5,3.0,8,15,1,2,0.0,0.0,Canceled
149,0,85.5,4.0,8,28,0,2,3.0,0.0,Canceled
31,1,88.4,4.0,11,13,2,2,0.0,0.0,Not_Canceled
10,2,171.33,4.0,9,18,1,2,0.0,0.0,Not_Canceled
1,1,98.3,4.0,1,15,1,0,0.0,0.0,Not_Canceled
4,0,65.0,2.0,11,22,1,0,0.0,0.0,Not_Canceled
216,2,96.3,4.0,8,27,1,2,0.0,0.0,Not_Canceled
63,1,94.5,4.0,7,25,3,1,3.0,0.0,Not_Canceled
1,1,179.0,4.0,9,15,2,0,0.0,0.0,Not_Canceled
20,1,86.0,4.0,2,8,5,3,0.0,0.0,Canceled
39,2,140.0,4.0,11,19,1,1,0.0,3.0,Not_Canceled
99,1,94.5,4.0,7,16,1,2,3.0,0.0,Canceled
36,1,72.07,4.0,9,27,1,0,3.0,0.0,Not_Canceled
38,0,135.9,4.0,8,21,2,2,0.0,0.0,Canceled
7,0,65.0,2.0,10,22,1,0,0.0,0.0,Not_Canceled
104,1,69.3,4.0,11,12,3,2,0.0,0.0,Not_Canceled
108,1,118.8,4.0,10,7,2,0,0.0,0.0,Not_Canceled
34,0,89.7,4.0,2,24,3,0,0.0,0.0,Canceled
85,2,97.02,4.0,4,7,5,2,0.0,3.0,Not_Canceled
9,0,149.0,4.0,8,17,2,0,0.0,4.0,Not_Canceled
25,0,57.5,3.0,11,22,3,2,0.0,0.0,Not_Canceled
19,1,130.67,4.0,6,21,3,0,0.0,0.0,Not_Canceled
75,0,123.3,4.0,7,11,1,1,0.0,3.0,Canceled
27,0,118.15,4.0,9,19,0,1,0.0,0.0,Canceled
49,0,99.0,4.0,3,23,2,0,0.0,0.0,Canceled
63,1,168.3,4.0,8,8,0,1,0.0,3.0,Canceled
50,2,93.6,4.0,12,2,2,1,0.0,0.0,Not_Canceled
69,0,76.08,3.0,7,7,2,0,0.0,0.0,Not_Canceled
101,0,61.5,3.0,12,31,3,1,0.0,3.0,Not_Canceled
100,2,92.65,4.0,4,25,4,1,0.0,0.0,Not_Canceled
195,0,121.5,4.0,8,13,1,0,0.0,0.0,Canceled
1,2,128.0,4.0,3,1,5,0,0.0,0.0,Not_Canceled
12,0,65.0,2.0,6,14,2,0,0.0,0.0,Not_Canceled
80,0,86.4,4.0,11,21,1,1,0.0,0.0,Canceled
18,0,156.0,4.0,5,13,2,0,0.0,3.0,Canceled
27,0,54.71,4.0,12,17,2,2,3.0,0.0,Not_Canceled
